conceptId	en	latin_ta	english_ta	mapping_status	current_ru	decision	final_ru	reason	confidence
FMA70481	subdivision of inferior pancreaticoduodenal artery			NO_MATCH	Подразделение нижняя поджелудочно-двенадцатиперстная артерия	KEEP	Подразделение нижняя поджелудочно-двенадцатиперстная артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70483	subdivision of inferior mesenteric artery			NO_MATCH	Подразделение нижняя брыжеечная артерия	KEEP	Подразделение нижняя брыжеечная артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70484	segment of renal artery			NO_MATCH	Сегмент почечная артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA70485	anterior division of renal artery			NO_MATCH	Передняя ветвь почечной артерии	KEEP	Передняя ветвь почечной артерии	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70486	anterior division of right renal artery			NO_MATCH	Передняя ветвь правой почечной артерии	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA70487	anterior division of left renal artery			NO_MATCH	Передняя ветвь левой почечной артерии	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA70488	posterior division of renal artery			NO_MATCH	Задняя дивисион почечная артерия	KEEP	Задняя дивисион почечная артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70489	posterior division of right renal artery			NO_MATCH	Задняя дивисион правый почечная артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA70490	posterior division of left renal artery			NO_MATCH	Задняя дивисион левый почечная артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA70491	ureteric segment of renal artery			NO_MATCH	Урэтэрик сегмент почечная артерия	KEEP	Урэтэрик сегмент почечная артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70492	ureteric segment of right renal artery			NO_MATCH	Урэтэрик сегмент правый почечная артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA70493	ureteric segment of left renal artery			NO_MATCH	Урэтэрик сегмент левый почечная артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA70494	segmental renal artery			NO_MATCH	Сегментарный почечная артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA70499	superior segmental renal artery			NO_MATCH	Верхняя сегментарный почечная артерия	KEEP	Верхняя сегментарный почечная артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70502	inferior segmental renal artery			NO_MATCH	Нижняя сегментарный почечная артерия	KEEP	Нижняя сегментарный почечная артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70503	posterior segmental renal artery			NO_MATCH	Задняя сегментарный почечная артерия	KEEP	Задняя сегментарный почечная артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70504	subdivision of common carotid artery			NO_MATCH	Подразделение общая сонная артерия	KEEP	Подразделение общая сонная артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70506	subdivision of internal carotid artery			NO_MATCH	Подразделение внутренняя сонная артерия	KEEP	Подразделение внутренняя сонная артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70523	subdivision of cerebral part of internal carotid artery			NO_MATCH	Подразделение мозговая часть внутренняя сонная артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA70593	subdivision of epidermis			NO_MATCH	Подразделение эпидэрмис	KEEP	Подразделение эпидэрмис	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70676	subdivision of superior temporal gyrus			NO_MATCH	Подразделение верхняя височная извилина	KEEP	Подразделение верхняя височная извилина	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70701	anterior part of superior temporal gyrus			NO_MATCH	Передняя часть верхней височной извилины	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA70703	posterior part of superior temporal gyrus			NO_MATCH	Задняя часть верхняя височная извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA70741	set of facial hairs			NO_MATCH	Совокупность лицевая хаирс	KEEP	Совокупность лицевая хаирс	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70752	set of hairs			NO_MATCH	Совокупность хаирс	KEEP	Совокупность хаирс	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70779	set of organs			NO_MATCH	Совокупность органы	KEEP	Совокупность органы	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70800	set of dorsal metacarpal arteries			NO_MATCH	Совокупность тыльная пястная кость артерии	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA70801	set of dorsal digital arteries			NO_MATCH	Совокупность тыльная пальцевая артерии	KEEP	Совокупность тыльная пальцевая артерии	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70815	set of perforating arteries			NO_MATCH	Совокупность прободная артерии	KEEP	Совокупность прободная артерии	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70821	set of common plantar digital arteries			NO_MATCH	Совокупность общая подошвенная пальцевая артерии	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA70839	set of anterior intercostal veins			NO_MATCH	Совокупность передняя межрёберная вены	KEEP	Совокупность передняя межрёберная вены	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70917	set of dorsal digital veins			NO_MATCH	Совокупность тыльная пальцевая вены	KEEP	Совокупность тыльная пальцевая вены	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70919	set of plantar digital veins			NO_MATCH	Совокупность подошвенная пальцевая вены	KEEP	Совокупность подошвенная пальцевая вены	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA70922	set of perforating veins			NO_MATCH	Совокупность прободная вены	KEEP	Совокупность прободная вены	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71012	skin appendage			NO_MATCH	Кожа аппэндагэ	KEEP	Кожа аппэндагэ	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71114	brachium of inferior colliculus	brachium colliculi inferioris	brachium of inferior colliculus	EXACT	Ручка нижнего холмика	KEEP	Ручка нижнего холмика	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71193	lobe of thymus	lobus thymi	lobe of thymus	EXACT	Доля тимуса	KEEP	Доля тимуса	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71194	right lobe of thymus	lobus thymi	lobe of thymus	PROBABLE	Правая доля тимуса	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71195	left lobe of thymus	lobus thymi	lobe of thymus	PROBABLE	Левая доля тимуса	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71209	tributary of axillary vein			NO_MATCH	Приток подмышечная вена	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71210	lateral thoracic vein	vena thoracica lateralis	lateral thoracic vein	EXACT	Латеральная грудная вена	KEEP	Латеральная грудная вена	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71211	right lateral thoracic vein	vena thoracica lateralis	lateral thoracic vein	PROBABLE	Правый латеральная грудная вена	APPLY	Правая латеральная грудная вена	Candidate from QA (laterality; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA71212	left lateral thoracic vein	vena thoracica lateralis	lateral thoracic vein	PROBABLE	Левый латеральная грудная вена	APPLY	Левая латеральная грудная вена	Candidate from QA (laterality; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA71213	thoracodorsal vein	vena thoracodorsalis	thoracodorsal vein	EXACT	Торакодорсал вена	KEEP	Торакодорсал вена	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71214	right thoracodorsal vein	vena thoracodorsalis	thoracodorsal vein	PROBABLE	Правый торакодорсал вена	APPLY	Правая торакодорсал вена	Candidate from QA (laterality; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA71215	left thoracodorsal vein	vena thoracodorsalis	thoracodorsal vein	PROBABLE	Левый торакодорсал вена	APPLY	Левая торакодорсал вена	Candidate from QA (laterality; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA71235	region of dura mater			NO_MATCH	Область дура матэр	KEEP	Область дура матэр	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71307	set of interspinales lumborum			NO_MATCH	Совокупность интэрспиналэс лумборум	KEEP	Совокупность интэрспиналэс лумборум	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71309	set of interspinales cervicis			NO_MATCH	Совокупность межостистых мышц шеи	KEEP	Совокупность межостистых мышц шеи	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71313	set of levatores costarum longi			NO_MATCH	Совокупность лэваторэс костарум лонги	KEEP	Совокупность лэваторэс костарум лонги	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71314	set of levatores costarum breves			NO_MATCH	Совокупность лэваторэс костарум брэвэс	KEEP	Совокупность лэваторэс костарум брэвэс	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71318	set of lumbricals of hand			NO_MATCH	Совокупность червеобразных мышц кисти	KEEP	Совокупность червеобразных мышц кисти	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71319	set of dorsal interossei of hand			NO_MATCH	Совокупность тыльных межкостных мышц кисти	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71320	set of palmar interossei of hand			NO_MATCH	Совокупность ладонных межкостных мышц кисти	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71442	set of anterior cervical intertransversarii			NO_MATCH	Совокупность передняя шейная интэртрансвэрсарии	KEEP	Совокупность передняя шейная интэртрансвэрсарии	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71443	set of posterior cervical intertransversarii			NO_MATCH	Совокупность задняя шейная интэртрансвэрсарии	KEEP	Совокупность задняя шейная интэртрансвэрсарии	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71502	set of posterior temporal branches of lateral occipital artery			NO_MATCH	Совокупность задняя височная ветви латеральная затылочная артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71537	set of oesophageal branches of thoracic aorta			NO_MATCH	Совокупность пищеводная ветви грудная аорта	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71562	set of calcaneal branches of posterior tibial artery			NO_MATCH	Совокупность пяточное ветви задняя большеберцовая артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71564	set of plantar digital arteries proper			NO_MATCH	Совокупность подошвенная пальцевая артерии собственно	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71708	right lobe branch of right hepatic artery			NO_MATCH	Правый доля ветвь правый печёночная артерия	APPLY	Правая доля ветвь Правая печёночная артерия	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA71709	subdivision of right lobe branch of right hepatic artery			NO_MATCH	Подразделение правый доля ветвь правый печёночная артерия	APPLY	Подразделение Правая доля ветвь Правая печёночная артерия	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA71710	left lobe branch of left hepatic artery			NO_MATCH	Левый доля ветвь левый печёночная артерия	APPLY	Левая доля ветвь Левая печёночная артерия	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA71736	subdivision of left lobe branch of left hepatic artery			NO_MATCH	Подразделение левый доля ветвь левый печёночная артерия	APPLY	Подразделение Левая доля ветвь Левая печёночная артерия	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA71856	segment of biliary tree			NO_MATCH	Сегмент желчная дерево	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71859	segment of right hepatic biliary tree			NO_MATCH	Сегмент правый печёночная желчная дерево	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71860	segment of left hepatic biliary tree			NO_MATCH	Сегмент левый печёночная желчная дерево	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71865	segmental tributary of right hepatic biliary tree			NO_MATCH	Сегментарный приток правый печёночная желчная дерево	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71866	segmental tributary of left hepatic biliary tree			NO_MATCH	Сегментарный приток левый печёночная желчная дерево	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71867	anterior superior tributary of right hepatic biliary tree			NO_MATCH	Передний верхний приток правого печёночного желчного дерева	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71868	anterior inferior tributary of right hepatic biliary tree			NO_MATCH	Передний нижний приток правого печёночного желчного дерева	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71869	posterior superior tributary of right hepatic biliary tree			NO_MATCH	Задняя верхняя приток правый печёночная желчная дерево	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71870	posterior inferior tributary of right hepatic biliary tree			NO_MATCH	Задняя нижняя приток правый печёночная желчная дерево	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71885	medial superior tributary of left hepatic biliary tree			NO_MATCH	Медиальная верхняя приток левый печёночная желчная дерево	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71886	medial inferior tributary of left hepatic biliary tree			NO_MATCH	Медиальная нижняя приток левый печёночная желчная дерево	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71887	lateral superior tributary of left hepatic biliary tree			NO_MATCH	Латеральная верхняя приток левый печёночная желчная дерево	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71888	lateral inferior tributary of left hepatic biliary tree			NO_MATCH	Латеральная нижняя приток левый печёночная желчная дерево	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71889	caudate lobe tributary of left hepatic biliary tree			NO_MATCH	Хвостатая доля приток левый печёночная желчная дерево	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71903	subdivision of hepatic portal vein			NO_MATCH	Подразделение печёночная воротная вена	KEEP	Подразделение печёночная воротная вена	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71904	pre-hepatic portal vein			NO_MATCH	Прэ-хэпатик воротная вена	KEEP	Прэ-хэпатик воротная вена	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA71905	subdivision of right hepatic portal vein			NO_MATCH	Подразделение правый печёночная воротная вена	APPLY	Подразделение Правая печёночная воротная вена	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA71906	subdivision of left hepatic portal vein			NO_MATCH	Подразделение левый печёночная воротная вена	APPLY	Подразделение Левая печёночная воротная вена	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA71907	trunk of branch of hepatic portal vein			NO_MATCH	Туловище ветвь печёночная воротная вена	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA71908	proximal phalanx of left middle finger			NO_MATCH	Проксимальная фаланга левый средняя палец	APPLY	Проксимальная фаланга левого среднего пальца	FMA/TA2 structure family with unambiguous Russian grammatical normalization.	HIGH
FMA71915	proximal phalanx of left index finger			NO_MATCH	Проксимальная фаланга левый указательного палец	APPLY	Проксимальная фаланга левого указательного пальца	FMA/TA2 structure family with unambiguous Russian grammatical normalization.	HIGH
FMA71916	proximal phalanx of left ring finger			NO_MATCH	Проксимальная фаланга левый кольцо палец	APPLY	Проксимальная фаланга левого безымянного пальца	FMA/TA2 structure family with unambiguous Russian grammatical normalization.	HIGH
FMA72058	intrinsic ligament of larynx			NO_MATCH	Внутренняя связка гортани	KEEP	Внутренняя связка гортани	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA72308	stylohyoid ligament	ligamentum stylohyoideum	stylohyoid ligament	EXACT	Шилоподъязычная связка	KEEP	Шилоподъязычная связка	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA72309	right stylohyoid ligament	ligamentum stylohyoideum	stylohyoid ligament	PROBABLE	Правый шилоподъязычная связка	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72311	left stylohyoid ligament	ligamentum stylohyoideum	stylohyoid ligament	PROBABLE	Левый шилоподъязычная связка	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72417	brachium of superior colliculus	brachium colliculi superioris	brachium of superior colliculus	EXACT	Ручка верхнего холмика	KEEP	Ручка верхнего холмика	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA72653	right superior frontal gyrus	gyrus frontalis superior	superior frontal gyrus	PROBABLE	Правый верхняя лобная извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72654	left superior frontal gyrus	gyrus frontalis superior	superior frontal gyrus	PROBABLE	Левый верхняя лобная извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72655	right middle frontal gyrus	gyrus frontalis medius	middle frontal gyrus	PROBABLE	Правый средняя лобная извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72656	left middle frontal gyrus	gyrus frontalis medius	middle frontal gyrus	PROBABLE	Левый средняя лобная извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72657	right inferior frontal gyrus	gyrus frontalis inferior	inferior frontal gyrus	PROBABLE	Правый нижняя лобная извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72658	left inferior frontal gyrus	gyrus frontalis inferior	inferior frontal gyrus	PROBABLE	Левый нижняя лобная извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72661	right precentral gyrus	gyrus precentralis	precentral gyrus	PROBABLE	Правый прэкэнтрал извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72662	left precentral gyrus	gyrus precentralis	precentral gyrus	PROBABLE	Левый прэкэнтрал извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72665	right postcentral gyrus	gyrus postcentralis	postcentral gyrus	PROBABLE	Правый посткэнтрал извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72666	left postcentral gyrus	gyrus postcentralis	postcentral gyrus	PROBABLE	Левый посткэнтрал извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72667	right supramarginal gyrus	gyrus supramarginalis	supramarginal gyrus	PROBABLE	Правый супрамаргинал извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72668	left supramarginal gyrus	gyrus supramarginalis	supramarginal gyrus	PROBABLE	Левый супрамаргинал извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72669	right angular gyrus	gyrus angularis	angular gyrus	PROBABLE	Правый ангулар извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72670	left angular gyrus	gyrus angularis	angular gyrus	PROBABLE	Левый ангулар извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72671	right superior parietal lobule	lobulus parietalis superior	superior parietal lobule	PROBABLE	Правый верхняя теменная лобулэ	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72672	left superior parietal lobule	lobulus parietalis superior	superior parietal lobule	PROBABLE	Левый верхняя теменная лобулэ	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72685	right middle temporal gyrus	gyrus temporalis medius	middle temporal gyrus	PROBABLE	Правый средняя височная извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72686	left middle temporal gyrus	gyrus temporalis medius	middle temporal gyrus	PROBABLE	Левый средняя височная извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72687	right inferior temporal gyrus	gyrus temporalis inferior	inferior temporal gyrus	PROBABLE	Правый нижняя височная извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72688	left inferior temporal gyrus	gyrus temporalis inferior	inferior temporal gyrus	PROBABLE	Левый нижняя височная извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72689	right fusiform gyrus			NO_MATCH	Правый фусиформ извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72690	left fusiform gyrus			NO_MATCH	Левый фусиформ извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72705	right parahippocampal gyrus	gyrus parahippocampalis	parahippocampal gyrus	PROBABLE	Правый парахиппокампал извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72706	left parahippocampal gyrus	gyrus parahippocampalis	parahippocampal gyrus	PROBABLE	Левый парахиппокампал извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72713	right hippocampus	hippocampus	hippocampus	PROBABLE	Правый гиппокамп	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72714	left hippocampus	hippocampus	hippocampus	PROBABLE	Левый гиппокамп	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72717	right cingulate gyrus	gyrus cinguli	cingulate gyrus	PROBABLE	Правый кингулатэ извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72718	left cingulate gyrus	gyrus cinguli	cingulate gyrus	PROBABLE	Левый кингулатэ извилина	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72800	anterior part of right superior temporal gyrus			NO_MATCH	Передняя часть правой верхней височной извилины	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72801	anterior part of left superior temporal gyrus			NO_MATCH	Передняя часть левой верхней височной извилины	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72804	posterior part of right superior temporal gyrus			NO_MATCH	Задняя часть правый верхняя височная извилина	APPLY	Задняя часть Правая верхняя височная извилина	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA72805	posterior part of left superior temporal gyrus			NO_MATCH	Задняя часть левый верхняя височная извилина	APPLY	Задняя часть Левая верхняя височная извилина	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA72826	right caudate nucleus	nucleus caudatus	caudate nucleus	PROBABLE	Правый хвостатая ядро	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72827	left caudate nucleus	nucleus caudatus	caudate nucleus	PROBABLE	Левый хвостатая ядро	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72828	right putamen	putamen	putamen	PROBABLE	Правый путамэн	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72829	left putamen	putamen	putamen	PROBABLE	Левый путамэн	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72830	right globus pallidus	globus pallidus	globus pallidus	PROBABLE	Правый глобус паллидус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72831	left globus pallidus	globus pallidus	globus pallidus	PROBABLE	Левый глобус паллидус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72832	right amygdala	corpus amygdaloideum	amygdaloid body	PROBABLE	Правый миндалевидное тело	APPLY	Правое миндалевидное тело	Candidate from QA (laterality; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA72833	left amygdala	corpus amygdaloideum	amygdaloid body	PROBABLE	Левый миндалевидное тело	APPLY	Левое миндалевидное тело	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA72906	right internal capsule	capsula interna	internal capsule	PROBABLE	Правый внутренняя капсула	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72907	left internal capsule	capsula interna	internal capsule	PROBABLE	Левый внутренняя капсула	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72924	right fornix of forebrain			NO_MATCH	Правый свод передний мозг	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72925	left fornix of forebrain			NO_MATCH	Левый свод передний мозг	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72940	left stria terminalis	stria terminalis	stria terminalis	PROBABLE	Левый стриа тэрминалис	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72975	right occipital lobe	lobus occipitalis	occipital lobe	PROBABLE	Правый затылочная доля	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72976	left occipital lobe	lobus occipitalis	occipital lobe	PROBABLE	Левый затылочная доля	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72977	right insula	insula	insula	PROBABLE	Правый инсула	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA72978	left insula	insula	insula	PROBABLE	Левый инсула	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA73203	trunk of subdivision of axillary artery			NO_MATCH	Туловище подразделение подмышечная артерия	KEEP	Туловище подразделение подмышечная артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA73204	trunk of branch of common iliac artery			NO_MATCH	Туловище ветвь общая подвздошная артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA73303	right lateral geniculate body	corpus geniculatum laterale	lateral geniculate body	PROBABLE	Правый латеральная гэникулатэ тело	APPLY	Правое латеральная гэникулатэ тело	Candidate from QA (laterality; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA73304	left lateral geniculate body	corpus geniculatum laterale	lateral geniculate body	PROBABLE	Левый латеральная гэникулатэ тело	APPLY	Левое латеральная гэникулатэ тело	Candidate from QA (laterality; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA73309	right medial geniculate body	corpus geniculatum mediale	medial geniculate body	PROBABLE	Правый медиальная гэникулатэ тело	APPLY	Правое медиальная гэникулатэ тело	Candidate from QA (laterality; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA73310	left medial geniculate body	corpus geniculatum mediale	medial geniculate body	PROBABLE	Левый медиальная гэникулатэ тело	APPLY	Левое медиальная гэникулатэ тело	Candidate from QA (laterality; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA73413	right stria medullaris of thalamus			NO_MATCH	Правый стриа мэдулларис таламус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA73414	left stria medullaris of thalamus			NO_MATCH	Левый стриа мэдулларис таламус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA73422	right superior colliculus	colliculus superior	superior colliculus	PROBABLE	Правый верхняя колликулус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA73423	left superior colliculus	colliculus superior	superior colliculus	PROBABLE	Левый верхняя колликулус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA73434	right inferior colliculus	colliculus inferior	inferior colliculus	PROBABLE	Правый нижняя колликулус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA73435	left inferior colliculus	colliculus inferior	inferior colliculus	PROBABLE	Левый нижняя колликулус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA73461	brachium of right superior colliculus	brachium colliculi superioris	brachium of superior colliculus	PROBABLE	Ручка правого верхнего холмика	KEEP	Ручка правого верхнего холмика	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA73462	brachium of left superior colliculus	brachium colliculi superioris	brachium of superior colliculus	PROBABLE	Ручка левого верхнего холмика	KEEP	Ручка левого верхнего холмика	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA73463	brachium of right inferior colliculus	brachium colliculi inferioris	brachium of inferior colliculus	PROBABLE	Ручка правого нижнего холмика	KEEP	Ручка правого нижнего холмика	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA73464	brachium of left inferior colliculus	brachium colliculi inferioris	brachium of inferior colliculus	PROBABLE	Ручка левого нижнего холмика	KEEP	Ручка левого нижнего холмика	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA74075	set of right levatores costarum longi			NO_MATCH	Совокупность правый лэваторэс костарум лонги	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA74076	set of left levatores costarum longi			NO_MATCH	Совокупность левый лэваторэс костарум лонги	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA74077	set of right levatores costarum breves			NO_MATCH	Совокупность правый лэваторэс костарум брэвэс	REVIEW		Needs external Russian anatomical terminology verification.	LOW
